timestamp,active_addresses,tx_count
2010-07-15 00:00:00+00:00,2009.0,711.0
2010-07-16 00:00:00+00:00,1721.0,675.0
2010-07-17 00:00:00+00:00,895.0,248.0
2010-07-18 00:00:00+00:00,860.0,248.0
2010-07-19 00:00:00+00:00,929.0,334.0
2010-07-20 00:00:00+00:00,936.0,423.0
2010-07-21 00:00:00+00:00,784.0,247.0
2010-07-22 00:00:00+00:00,594.0,221.0
2010-07-23 00:00:00+00:00,655.0,220.0
2010-07-24 00:00:00+00:00,959.0,700.0
2010-07-25 00:00:00+00:00,2130.0,1591.0
2010-07-26 00:00:00+00:00,1250.0,227.0
2010-07-27 00:00:00+00:00,775.0,259.0
2010-07-28 00:00:00+00:00,664.0,2860.0
2010-07-29 00:00:00+00:00,534.0,619.0
2010-07-30 00:00:00+00:00,582.0,141.0
2010-07-31 00:00:00+00:00,479.0,94.0
2010-08-01 00:00:00+00:00,622.0,124.0
2010-08-02 00:00:00+00:00,632.0,155.0
2010-08-03 00:00:00+00:00,988.0,424.0
2010-08-04 00:00:00+00:00,715.0,193.0
2010-08-05 00:00:00+00:00,825.0,301.0
2010-08-06 00:00:00+00:00,640.0,213.0
2010-08-07 00:00:00+00:00,500.0,113.0
2010-08-08 00:00:00+00:00,581.0,191.0
2010-08-09 00:00:00+00:00,782.0,235.0
2010-08-10 00:00:00+00:00,590.0,151.0
2010-08-11 00:00:00+00:00,724.0,184.0
2010-08-12 00:00:00+00:00,611.0,220.0
2010-08-13 00:00:00+00:00,787.0,247.0
2010-08-14 00:00:00+00:00,564.0,156.0
2010-08-15 00:00:00+00:00,472.0,130.0
2010-08-16 00:00:00+00:00,760.0,298.0
2010-08-17 00:00:00+00:00,486.0,188.0
2010-08-18 00:00:00+00:00,709.0,231.0
2010-08-19 00:00:00+00:00,471.0,190.0
2010-08-20 00:00:00+00:00,656.0,230.0
2010-08-21 00:00:00+00:00,526.0,168.0
2010-08-22 00:00:00+00:00,586.0,153.0
2010-08-23 00:00:00+00:00,655.0,157.0
2010-08-24 00:00:00+00:00,638.0,166.0
2010-08-25 00:00:00+00:00,498.0,149.0
2010-08-26 00:00:00+00:00,650.0,158.0
2010-08-27 00:00:00+00:00,490.0,121.0
2010-08-28 00:00:00+00:00,531.0,170.0
2010-08-29 00:00:00+00:00,418.0,111.0
2010-08-30 00:00:00+00:00,517.0,175.0
2010-08-31 00:00:00+00:00,733.0,254.0
2010-09-01 00:00:00+00:00,622.0,235.0
2010-09-02 00:00:00+00:00,513.0,146.0
2010-09-03 00:00:00+00:00,503.0,155.0
2010-09-04 00:00:00+00:00,468.0,96.0
2010-09-05 00:00:00+00:00,534.0,143.0
2010-09-06 00:00:00+00:00,518.0,125.0
2010-09-07 00:00:00+00:00,408.0,120.0
2010-09-08 00:00:00+00:00,535.0,174.0
2010-09-09 00:00:00+00:00,530.0,204.0
2010-09-10 00:00:00+00:00,529.0,171.0
2010-09-11 00:00:00+00:00,426.0,141.0
2010-09-12 00:00:00+00:00,708.0,199.0
2010-09-13 00:00:00+00:00,722.0,267.0
2010-09-14 00:00:00+00:00,680.0,227.0
2010-09-15 00:00:00+00:00,666.0,261.0
2010-09-16 00:00:00+00:00,666.0,211.0
2010-09-17 00:00:00+00:00,1008.0,155.0
2010-09-18 00:00:00+00:00,573.0,165.0
2010-09-19 00:00:00+00:00,667.0,149.0
2010-09-20 00:00:00+00:00,711.0,275.0
2010-09-21 00:00:00+00:00,1227.0,631.0
2010-09-22 00:00:00+00:00,1056.0,520.0
2010-09-23 00:00:00+00:00,1027.0,399.0
2010-09-24 00:00:00+00:00,808.0,268.0
2010-09-25 00:00:00+00:00,837.0,332.0
2010-09-26 00:00:00+00:00,634.0,206.0
2010-09-27 00:00:00+00:00,1251.0,350.0
2010-09-28 00:00:00+00:00,1705.0,284.0
2010-09-29 00:00:00+00:00,1203.0,812.0
2010-09-30 00:00:00+00:00,640.0,215.0
2010-10-01 00:00:00+00:00,852.0,445.0
